0,32,3735553,0
0,32,-1070006271,1073741824
0,65,1966081,0
0,65,-1071775743,1073741824
0,77,3276801,0
0,65,1966081,0
0,8,1,0
0,77,-1070465023,1073741824
0,65,-1071775743,1073741824
0,8,1073741825,1073741824
0,90,2883585,0
0,73,1507329,0
0,8,1073741825,1073741824
0,90,-1070858239,1073741824
0,73,-1072234495,1073741824
0,8,1073741825,1073741824
0,78,3211265,0
0,78,-1070530559,1073741824
0,71,2228225,0
0,71,-1071513599,1073741824
0,32,3735553,0
0,32,-1070006271,1073741824
0,71,2228225,0
0,71,-1071513599,1073741824
0,82,1245185,0
0,82,-1072496639,1073741824
0,65,1966081,0
0,8,1073741825,1073741824
0,65,-1071775743,1073741824
0,67,3014657,0
0,67,-1070727167,1073741824
0,69,1179649,0
0,8,1073741825,1073741824
0,69,-1072562175,1073741824
